@relation ArabicTextComplexity

@attribute avgSentenceLength numeric
@attribute avgWordLength numeric
@attribute typeTokenRatio numeric
@attribute longWordRatio numeric
@attribute consonantClusterRatio numeric
@attribute complexityLevel {A,B,C,A+,B+}

@data
5,7.8,1,0.8,2.6,B
8,4.625,1,0.25,2,B
10,4,1,0.1,1.7,B
8,4.625,1,0.125,1.625,B
6,5.833333,1,0.333333,2.5,B
7,5.142857,1,0.285714,2,B
7,4.714286,1,0,2.285714,B
4.5,4.333333,1,0.111111,1.777778,B
4,4.5,1,0.25,1.25,B
5,5.8,0.9,0.6,2.4,B
4.5,5.777778,1,0.444444,2.555556,B
5.5,5.090909,1,0.272727,1.727273,B
5,4.3,1,0.1,1.8,B
3.5,5.428571,1,0.285714,1.714286,B
4,5.625,1,0.375,2.75,B
9,5.333333,1,0.222222,1.777778,B
4,5.625,1,0.375,1.75,B
3.5,4.714286,1,0.142857,1.857143,B
5.5,4.909091,1,0.090909,1.727273,B
3.5,5,1,0,2.285714,B
4.5,4.555556,1,0,2.333333,B
4,4.125,1,0,1.625,B
4.5,4.666667,1,0.222222,1.666667,B
4.5,4.666667,1,0.111111,2.222222,B
3,4.5,1,0,1.666667,B
4,4.25,1,0,1.875,B
4.5,5.333333,1,0.444444,1.555556,B
5,4.9,1,0.1,2.6,B
4.5,4.333333,1,0.111111,1.888889,B
4.5,5,1,0.333333,2.111111,B
3.5,4.285714,1,0,2,B
7,5.857143,1,0.285714,1.428571,B
9,5.444444,1,0.222222,1.666667,B
8,5.25,1,0.125,2.25,B
7,5.857143,1,0.142857,1.428571,B
7,6.428571,1,0.285714,2.857143,B
8,5,1,0.125,1.625,B
7,6.285714,1,0.285714,2,B
7,6.714286,1,0.571429,2.857143,B
7,6,1,0.428571,1.857143,B
9,5.333333,1,0.333333,1.777778,B
8,6.125,1,0.5,2.125,B
7,6.285714,1,0.142857,2.571429,B
9,5,1,0.111111,1.555556,B
7,6.142857,1,0.285714,2,B
7,6,1,0.285714,2.142857,B
8,5.625,1,0.375,2.25,B
9,5.333333,1,0.222222,1.777778,B
7,5.714286,1,0.428571,2,B
8,4.25,1,0,1.125,B
7,4,1,0,2,B
8,5.875,1,0.25,1.875,B
8,5,1,0.125,2.375,B
7,6.285714,1,0.285714,2.571429,B
6,5.166667,1,0,1.5,B
7,5.428571,1,0.285714,2.142857,B
7,5.714286,1,0.142857,2,B
8,5.625,1,0.125,2,B
7,5,1,0,2,B
9,5.111111,1,0.222222,1.666667,B
7,5.857143,1,0.571429,2.428571,B
7,5.857143,1,0.285714,2.285714,B
7,4.857143,1,0.142857,1.142857,B
7,5.142857,1,0,2.142857,B
6,5.5,1,0.333333,1.833333,B
8,5.5,1,0.25,2.5,B
7,5.714286,1,0,2.285714,B
9,4,1,0,1.333333,B
7,7.142857,1,0.571429,2.428571,B
7,4.857143,1,0.142857,2,B
7,5.285714,1,0.285714,2,B
7,6,1,0.428571,2.142857,B
9,4.888889,1,0,1.555556,B
7,5.571429,1,0.142857,2.428571,B
8,6.5,1,0.5,1.75,B
9,4.222222,1,0.111111,1.555556,B
7,6.428571,1,0.571429,2.142857,B
9,5.333333,1,0.333333,2.222222,B
7,6.428571,1,0.428571,2.571429,B
8,5.75,1,0.5,2.25,B
9,5,1,0,1.555556,B
8,5.75,0.875,0.25,2.25,B
8,5,1,0.25,2.5,B
9,5.222222,1,0,1.111111,B
7,5.714286,1,0.142857,2,B
7,5.285714,1,0.142857,1.571429,B
7,5.428571,1,0.142857,2.142857,B
8,6.25,1,0.5,2.125,B
8,5,1,0.125,2.875,B
7,6.714286,1,0.714286,2.285714,B
8,4.75,1,0,2.5,B
6,5.833333,1,0.333333,1.333333,B
7,4.857143,1,0.142857,1.714286,B
8,5.625,1,0.25,2,B
7,5.714286,1,0.428571,1.571429,B
8,5.375,1,0.25,1.25,B
9,5.777778,1,0.333333,1.777778,B
8,6,1,0.25,2.375,B
8,6.125,1,0.375,1.875,B
7,6.857143,1,0.714286,2.142857,B
8,5.375,1,0.25,2.125,B
9,5.666667,1,0.222222,2.444444,B
7,6.142857,1,0.428571,1.857143,B
7,5.857143,1,0.285714,2,B
6,6.166667,1,0.666667,2.5,B
8,5.375,1,0.375,2.875,B
6,7,1,0.666667,1.666667,B
9,6,1,0.333333,2,B
9,7,1,0.666667,2.222222,B
7,6.142857,1,0.571429,2.428571,B
8,6.25,1,0.375,2.75,B
8,5.5,1,0.375,2.25,B
7,6.285714,1,0.428571,2.428571,B
7,6.571429,1,0.428571,2,B
8,5.875,1,0.5,2.125,B
7,6.857143,1,0.714286,2.714286,B
8,6.625,1,0.75,2.5,B
8,5.75,1,0.125,2.875,B
7,7,1,0.571429,3,B
9,5,1,0.111111,1.888889,B
6,6.166667,1,0.333333,2.5,B
9,5.777778,1,0.333333,1.777778,B
6,6.333333,1,0.5,2.833333,B
7,5.428571,1,0.285714,1.571429,B
8,6.25,1,0.5,2.75,B
7,6.857143,1,0.857143,3,B
7,6.142857,1,0.285714,1.714286,B
8,6,1,0.375,2,B
6,4.5,1,0,2.166667,B
7,6,1,0.285714,1.714286,B
8,6,1,0.5,2.75,B
8,6.375,1,0.5,2.125,B
7,6.285714,1,0.428571,2.571429,B
7,6.428571,1,0.428571,3.142857,B
8,6.125,1,0.25,2.125,B
6,5.833333,1,0.333333,3,B
8,6.25,1,0.25,1.75,B
7,5.285714,1,0.142857,2.428571,B
8,5.375,1,0.25,1.75,B
7,5.142857,1,0.142857,1.714286,B
7,5.142857,1,0.142857,1.857143,B
7,5.428571,1,0.142857,1.857143,B
8,5.125,1,0.375,2.125,B
7,5.428571,1,0.285714,1.714286,B
7,5.571429,1,0.285714,1.857143,B
7,5.285714,1,0,2.142857,B
8,5,1,0,1.875,B
8,5.625,1,0.25,1.875,B
9,5.111111,1,0.222222,2.333333,B
8,5.5,1,0,1.875,B
8,6,1,0.5,2.5,B
8,4.75,1,0.125,2.375,B
7,6.857143,1,0.714286,1.857143,B
8,4.875,1,0.25,1.125,B
7,5.571429,1,0.142857,1.428571,B
5,7.4,1,0.8,2.6,B
8,5.25,1,0.125,1.75,B
8,5.625,1,0.375,1.625,B
7,5.714286,1,0.428571,1.428571,B
7,5,1,0.285714,2.142857,B
8,5.875,1,0.375,1.125,B
9,5.666667,1,0.111111,1.555556,B
8,6.375,1,0.5,1.625,B
8,6,1,0.375,2.125,B
8,5.75,1,0.25,1.875,B
8,6.75,1,0.5,2.125,B
7,6.428571,1,0.571429,1.571429,B
8,4.875,1,0.125,1.25,B
7,5,1,0.142857,2.571429,B
8,6.375,1,0.5,1.875,B
6,7.333333,1,0.666667,2,B
9,6.555556,1,0.555556,2.111111,B
7,6.714286,1,0.428571,2.571429,B
9,5.111111,1,0.111111,1.888889,B
8,6.625,1,0.625,1.75,B
7,7.142857,1,0.714286,3.142857,B
7,6.142857,1,0.428571,1.857143,B
7,5.857143,1,0.428571,2.857143,B
8,5,1,0.25,2,B
8,5.875,1,0.375,2.25,B
10,5.9,1,0.5,1.9,B
11,5,1,0.272727,1.909091,B
9,4.777778,1,0,1.555556,B
6,6.666667,1,0.5,2.166667,B
8,6,1,0.375,1.875,B
8,6.5,1,0.5,1.375,B
7,5.142857,1,0.285714,2.857143,B
8,6.875,1,0.625,2.125,B
6,7.166667,1,0.666667,2.666667,B
7,6.142857,1,0.428571,2.285714,B
8,5.875,1,0.375,1.625,B
9,6.111111,1,0.444444,2.333333,B
8,4.625,1,0.25,1.375,B
7,6.428571,1,0.428571,2,B
8,5.5,1,0.5,2.875,B
7,6.714286,1,0.571429,2.714286,B
7,5.714286,1,0.285714,2.857143,B
8,6,1,0.25,2.5,B
10,5.9,1,0.4,2.8,B
7,6,1,0.285714,2.285714,B
8,6.125,1,0.375,2.875,B
7,5.714286,1,0.428571,2.857143,B
8,6.875,1,0.375,2.375,B
8,6.5,1,0.5,2.5,B
7,7.428571,1,0.571429,3.571429,B
8,6.25,1,0.375,1.625,B
8,6.75,1,0.625,2.625,B
7,6.428571,1,0.428571,2.285714,B
10,5.2,1,0.2,2.4,B
8,6.625,1,0.5,2.5,B
9,6.222222,1,0.333333,2.222222,B
6,6.833333,1,0.666667,2.333333,B
7,5.428571,1,0.285714,1.857143,B
6,7,1,0.666667,3,B
8,5.75,1,0.375,2.125,B
7,5.428571,1,0.428571,2.142857,B
6,6.833333,1,0.666667,3,B
9,5.222222,1,0.333333,2.222222,B
9,5.111111,1,0.222222,1.333333,B
9,4.888889,1,0.333333,1.777778,B
7,6.428571,1,0.714286,2.428571,B
8,7.125,1,0.625,2.5,B
8,6,1,0.5,2.75,B
7,5.714286,1,0.285714,2,B
9,5.555556,1,0.222222,1.555556,B
9,5.666667,1,0.444444,1.333333,B
11,6.454545,1,0.363636,1.909091,C
13,6.384615,1,0.461538,2.384615,C
14,5.285714,1,0.142857,1.642857,C
14,6.071429,0.928571,0.5,1.785714,C
15,5.8,1,0.2,1.733333,C
14,5.357143,1,0.142857,1.928571,C
14,5.428571,1,0.428571,1.714286,C
13,6.307692,1,0.307692,2.076923,C
12,6.25,1,0.5,2.083333,C
15,4.866667,1,0.2,1.8,C
12,5.916667,1,0.333333,2,C
13,6.692308,1,0.615385,2.153846,C
14,5.785714,0.928571,0.357143,2.071429,C
13,6.076923,1,0.384615,1.923077,C
12,6.25,1,0.416667,2.5,C
14,5.857143,1,0.357143,1.928571,C
16,5.5625,1,0.3125,1.75,C
10,6.9,1,0.7,2.5,C
14,6,1,0.214286,1.428571,C
14,5.785714,1,0.5,1.785714,C
12,5.916667,1,0.25,1.916667,C
11,7.090909,1,0.727273,2,C
19,5.157895,1,0.210526,1.368421,C
12,5.916667,1,0.416667,1.583333,C
15,5.6,1,0.266667,2,C
13,6.307692,1,0.461538,2.153846,C
17,5.176471,1,0.294118,2,C
12,7.333333,1,0.75,2.666667,C
12,5.666667,1,0.333333,2.166667,C
18,5.277778,1,0.277778,1.833333,C
13,5.538462,1,0.384615,1.923077,C
13,6.538462,1,0.461538,1.846154,C
14,5.214286,1,0.142857,2.214286,C
16,5.125,1,0.25,1.75,C
14,6.142857,1,0.428571,2.5,C
15,5.933333,1,0.266667,2.2,C
12,6.25,1,0.416667,2.166667,C
13,6.384615,1,0.538462,1.692308,C
13,6.461538,1,0.615385,2.384615,C
14,5.071429,1,0.214286,1.571429,C
12,5.333333,1,0.25,1.5,C
11,7,1,0.727273,2.181818,C
14,6.214286,1,0.5,1.785714,C
14,6.071429,1,0.5,1.571429,C
11,7,1,0.636364,1.727273,C
14,5,1,0.285714,1.714286,C
14,5.214286,1,0.142857,2.357143,C
13,5.461538,1,0.230769,1.615385,C
11,6.454545,1,0.454545,2.363636,C
13,6,1,0.461538,1.384615,C
15,6.133333,1,0.333333,1.866667,C
16,5.375,1,0.0625,2.4375,C
15,6,1,0.333333,2.266667,C
18,5,1,0.222222,2.111111,C
15,6.133333,1,0.466667,2.066667,C
15,5.266667,1,0.133333,1.8,C
17,5.352941,1,0.294118,1.882353,C
12,6.5,1,0.583333,2.333333,C
13,5.615385,1,0.230769,2.076923,C
12,6.333333,1,0.583333,2.5,C
15,6,1,0.333333,2.066667,C
15,5.733333,1,0.266667,1.933333,C
16,5.875,0.9375,0.375,2,C
14,6.142857,1,0.5,2,C
15,5.466667,1,0.266667,1.733333,C
14,6.142857,1,0.214286,2.571429,C
17,5.352941,1,0.235294,2,C
15,5.266667,1,0.266667,1.533333,C
15,5.666667,1,0.266667,2.266667,C
15,5.533333,1,0.333333,1.8,C
14,6.642857,1,0.5,2.071429,C
16,5.3125,1,0.1875,1.8125,C
13,6,1,0.384615,2.230769,C
14,5.785714,1,0.357143,2.214286,C
13,6.153846,1,0.461538,2.384615,C
18,5.277778,1,0.222222,1.777778,C
15,5.866667,1,0.266667,1.933333,C
14,5.857143,1,0.357143,1.5,C
17,5.411765,1,0.294118,1.470588,C
20,4.9,1,0.1,1.95,C
20,5.5,1,0.25,2.15,C
15,6.133333,1,0.4,2.466667,C
16,5.875,1,0.3125,2,C
17,5.529412,1,0.235294,1.588235,C
15,5.933333,0.933333,0.4,2.266667,C
14,5.714286,1,0.285714,1.5,C
13,5.923077,1,0.384615,2.076923,C
16,5.8125,1,0.4375,2.5625,C
16,5.875,1,0.375,2.0625,C
17,5.352941,1,0.294118,1.352941,C
15,5.133333,1,0.2,1.8,C
18,4.666667,0.944444,0.055556,2.166667,C
15,5.866667,1,0.4,1.866667,C
18,5.666667,1,0.333333,2.055556,C
15,5.733333,1,0.333333,1.466667,C
20,5.9,1,0.35,2.1,C
19,5.526316,1,0.315789,2.315789,C
19,6,1,0.421053,2.052632,C
19,5.421053,1,0.315789,2.263158,C
19,6.368421,1,0.473684,2.526316,C
20,5.25,1,0.2,2.4,C
18,5.777778,1,0.333333,2.166667,C
19,5.157895,1,0.210526,2,C
19,5.368421,1,0.210526,2,C
20,5.6,1,0.2,2,C
16,5.75,1,0.25,1.875,C
19,5.526316,1,0.210526,1.789474,C
17,5.647059,1,0.235294,2.411765,C
16,6,1,0.4375,2.375,C
17,5.470588,1,0.294118,1.941176,C
19,5.368421,1,0.210526,2.105263,C
19,5.526316,1,0.157895,1.684211,C
16,5.125,1,0.3125,2.125,C
19,5.368421,1,0.263158,2.157895,C
17,5.588235,1,0.235294,2.058824,C
13,6.307692,1,0.461538,2.384615,C
16,5.875,1,0.5,2,C
13,6.615385,1,0.461538,2.461538,C
13,6.307692,1,0.384615,2.307692,C
16,5.3125,1,0.25,1.5,C
15,5.866667,1,0.333333,2,C
20,5.05,0.95,0.2,1.85,C
16,5.875,1,0.4375,2.3125,C
16,5.4375,1,0.1875,1.6875,C
16,5.25,1,0.1875,1.875,C
16,5.625,1,0.4375,2.3125,C
14,5.928571,1,0.285714,2.285714,C
15,7.066667,1,0.533333,2.733333,C
15,5.666667,1,0.333333,2.133333,C
15,5.333333,1,0.266667,1.866667,C
18,5.222222,1,0.111111,2.333333,C
17,7.058824,0.941176,0.705882,2.705882,C
17,5.117647,1,0.176471,1.647059,C
17,5.882353,1,0.294118,2.176471,C
16,5.875,1,0.3125,1.875,C
16,6,0.9375,0.3125,2.375,C
15,6,1,0.266667,2.2,C
19,5.105263,0.947368,0.263158,1.894737,C
14,6.214286,1,0.428571,1.785714,C
14,6.571429,1,0.571429,2.785714,C
16,5.6875,1,0.1875,1.8125,C
14,6.214286,1,0.571429,1.928571,C
14,6.785714,1,0.571429,2.571429,C
16,5.8125,1,0.375,1.875,C
16,6.1875,1,0.4375,1.9375,C
17,5.882353,1,0.352941,2.235294,C
18,4.944444,1,0.111111,1.888889,C
16,6.75,1,0.5625,2.4375,C
18,6.111111,1,0.5,2.166667,C
15,5.666667,1,0.2,1.8,C
13,5.384615,1,0.153846,2.307692,C
15,4.8,1,0.133333,1.733333,C
15,5.333333,1,0.2,2.066667,C
16,5.5625,1,0.25,1.625,C
14,6.071429,1,0.357143,2.214286,C
15,5.333333,1,0.2,1.666667,C
19,4.894737,1,0.105263,1.842105,C
15,4.933333,1,0.2,1.933333,C
15,6.066667,1,0.4,2.533333,C
13,6.076923,1,0.461538,2.692308,C
16,5.375,1,0.1875,2.125,C
14,6.357143,1,0.5,2,C
14,6.285714,1,0.428571,1.785714,C
14,5.714286,1,0.285714,2.5,C
14,5.571429,1,0.285714,2.5,C
17,5.529412,1,0.235294,2.176471,C
15,6.133333,1,0.466667,1.866667,C
14,5.857143,1,0.428571,2.142857,C
17,5.647059,1,0.176471,1.647059,C
16,5.6875,1,0.25,2.5,C
16,5.9375,1,0.1875,2.6875,C
17,4.882353,1,0.117647,2.117647,C
16,5.5,1,0.1875,2,C
16,5.375,1,0.1875,2.125,C
13,6.076923,1,0.307692,2.461538,C
16,5.625,1,0.375,2.25,C
16,5.5,1,0.125,2.1875,C
15,5.2,1,0.133333,1.933333,C
16,6.0625,1,0.375,2.5625,C
16,5.75,1,0.3125,2.3125,C
17,5.941176,0.941176,0.411765,2.058824,C
18,5.666667,0.944444,0.277778,2.388889,C
19,5.210526,0.947368,0.210526,2.105263,C
16,6.3125,1,0.4375,1.6875,C
17,5.529412,1,0.235294,1.352941,C
14,6.857143,1,0.571429,2.5,C
17,5.352941,1,0.411765,1.470588,C
17,6,1,0.411765,1.823529,C
17,5.588235,1,0.117647,1.941176,C
17,5.882353,1,0.411765,2.176471,C
18,5.555556,1,0.277778,1.777778,C
19,5,0.894737,0.157895,2.368421,C
17,5.705882,1,0.411765,2.411765,C
15,6.333333,1,0.4,2.4,C
16,6.4375,1,0.5,3.125,C
18,5.166667,0.944444,0.277778,1.722222,C
20,5.1,0.95,0.2,1.3,C
23,5.304348,0.913043,0.217391,1.391304,C
19,5.789474,0.947368,0.421053,2.473684,C
21,4.952381,1,0.190476,1.809524,C
19,5.684211,1,0.421053,2.263158,C
17,5.764706,1,0.529412,2.294118,C
22,5.272727,1,0.318182,1.409091,C
22,5.954545,0.863636,0.545455,2.045455,C
20,5.45,0.95,0.4,1.95,C
17,6.647059,1,0.411765,1.529412,C
20,5.4,1,0.25,2.25,C
17,6.294118,1,0.470588,1.941176,C
15,6.333333,0.933333,0.466667,2.333333,C
17,5.823529,1,0.352941,2.058824,C
18,5.111111,0.944444,0.166667,1.611111,C
23,5.086957,1,0.26087,2.173913,C
19,5.105263,1,0.105263,2.052632,C
22,5,0.954545,0.227273,2.227273,C
23,5.043478,1,0.173913,1.565217,C
11.5,5.130435,1,0.217391,1.869565,C
18,5.611111,0.944444,0.333333,2.055556,C
20,5.35,0.95,0.25,2.1,C
21,5.666667,1,0.333333,1.809524,C
7,5.857143,1,0.285714,1.714286,C
12,5.083333,1,0.25,2.083333,B
12,4.666667,1,0,1.666667,B
9,6,1,0.222222,1.666667,B
9,5.333333,1,0.222222,2,B
10,5.1,1,0.2,1.6,B
9,6.222222,1,0.555556,2,B
7,6.142857,1,0.571429,1.714286,B
12,4.833333,1,0,1.75,B
8,6.5,1,0.5,3.125,B
9,5.666667,1,0.333333,1.555556,B
9,6.333333,1,0.444444,1.888889,B
12,5.083333,1,0.25,2.083333,B
12,4.666667,1,0,1.666667,B
9,6,1,0.222222,1.666667,B
9,5.333333,1,0.222222,2,B
10,5.1,1,0.2,1.6,B
9,6.222222,1,0.555556,2,B
7,6.142857,1,0.571429,1.714286,B
12,4.833333,1,0,1.75,B
8,6.5,1,0.5,3.125,B
9,5.666667,1,0.333333,1.555556,B
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
2,4,1,0,2,A
4,5.5,1,0.25,1.5,A
3,4,1,0,0,A
2,6,1,0.5,3,A
4,5.5,1,0.25,1.5,A
5,5,1,0.2,2,A
3,3.666667,1,0,1,A
3,4,1,0,0,A
3,3.666667,1,0,0.666667,A
3,4.333333,1,0,0.333333,A
3,3.333333,1,0,0.333333,A
4,5.25,1,0.25,1.25,A
3,4,1,0,1,A
4,5.25,1,0.25,1.25,A
2,5,1,0.5,1.5,A
4,5.5,1,0.25,1.5,A
4,5.25,1,0.25,1.25,A
3,3.666667,1,0,1,A
3,3.666667,1,0,1,A
2,4.5,1,0,1.5,A
3,4.333333,1,0,0.333333,A
3,4,1,0,0,A
3,4.333333,1,0,0.333333,A
3,4.666667,1,0.333333,1,A
3,3.666667,1,0,1.333333,A
2,4.5,1,0,1.5,A
3,3.666667,1,0,1.333333,A
2,6,1,0.5,3,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,1.333333,A
2,5,1,0.5,1.5,A
2,5,1,0.5,1.5,A
3,3.666667,1,0,1.333333,A
2,5,1,0.5,1.5,A
3,3.666667,1,0,1,A
5,5.4,1,0.2,1.6,A+
5,5.6,1,0.2,1.8,A+
5,4.8,1,0.2,1.4,A+
5,4.4,1,0,1.4,A+
5,4.4,1,0,1.4,A+
5,4.2,1,0,1.2,A+
5,5.2,1,0.2,1.2,A+
6,5.166667,1,0.166667,2.166667,A+
6,5.166667,1,0.166667,2.166667,A+
5,5.2,1,0.2,1.2,A+
5,5.4,1,0.2,1.6,A+
5,5.2,1,0.2,1,A+
5,5.6,1,0.2,1.8,A+
5,4.4,1,0,1.4,A+
6,4.666667,1,0.166667,2.166667,A+
6,4.833333,1,0.166667,2,A+
5,5.4,1,0.2,1.6,A+
5,4.6,1,0,1.4,A+
6,3.833333,1,0,1.833333,A+
5,4.4,1,0,1.4,A+
6,5.166667,1,0.166667,2.166667,A+
5,5.2,1,0.2,1,A+
6,3.666667,1,0,1.833333,A+
5,4.8,1,0.2,1.6,A+
5,4.4,1,0,1.4,A+
5,4.4,1,0,1.4,A+
5,4.8,1,0,1.6,A+
5,5.2,1,0.2,1,A+
5,5.2,1,0.2,1,A+
6,3.666667,1,0,1.833333,A+
5,4.8,1,0,1.6,A+
5,5.2,1,0.2,1,A+
5,4.8,1,0.2,1.4,A+
5,5.2,1,0.2,2.2,A+
6,3.833333,1,0,1.833333,A+
5,5.6,1,0.2,1.8,A+
5,4.6,1,0,1.4,A+
6,3.666667,1,0,2,A+
5,5.6,1,0.2,1.8,A+
6,3.666667,1,0,1.833333,A+
10,4.4,1,0.1,1.3,B
9,3.888889,1,0,1,B
8,3.75,1,0,0.875,B
9,4,1,0.111111,1.777778,B
9,4.333333,1,0.111111,1.222222,B
10,4.3,1,0.1,1.8,B
10,4.9,1,0.2,1.6,B
9,3.888889,1,0,1.666667,B
10,4.3,1,0.1,1.5,B
8,3.75,1,0,0.875,B
9,4.333333,1,0.222222,1.666667,B
10,4.8,1,0.1,1.6,B
10,4.6,1,0.2,1.5,B
9,4.333333,1,0.222222,1.666667,B
10,4.4,1,0.1,1.3,B
10,4.5,1,0.2,1.5,B
10,3.9,1,0,1.4,B
10,4.9,1,0.2,1.5,B
9,4.222222,1,0.111111,1.444444,B
9,4.111111,1,0.111111,1.777778,B
10,4.3,1,0,1.7,B
8,4,1,0,1.25,B
9,4.222222,1,0.222222,1.555556,B
10,4.4,1,0.1,1.4,B
9,3.888889,1,0.111111,1.777778,B
10,4.1,1,0,1.5,B
10,4.2,1,0.1,1.6,B
8,3.75,1,0,0.875,B
9,4.222222,1,0.111111,1.666667,B
8,4,1,0,1.25,B
8,4,1,0,1.25,B
10,4,1,0,1.5,B
9,4.222222,1,0.111111,1.666667,B
9,4.333333,1,0.111111,1.222222,B
10,4.9,1,0.2,1.5,B
9,4.111111,1,0.111111,1.777778,B
8,3.875,1,0,1.125,B
10,4.3,1,0.1,1.5,B
9,4.333333,1,0.111111,1.444444,B
10,4.5,1,0.2,1.6,B
17,5.647059,1,0.411765,2.176471,B+
12,5.916667,1,0.583333,2,B+
12,5.833333,1,0.583333,2.083333,B+
18,5.388889,1,0.222222,1.555556,B+
13,5.769231,1,0.538462,2.538462,B+
17,5.058824,1,0.176471,1.882353,B+
18,5.722222,1,0.277778,2.055556,B+
13,6,1,0.615385,2.230769,B+
17,5.882353,1,0.470588,2.176471,B+
17,5.117647,0.941176,0.176471,1.764706,B+
17,6,1,0.470588,2.176471,B+
18,6.222222,1,0.5,2.055556,B+
18,5.444444,0.944444,0.277778,1.833333,B+
18,5.611111,1,0.277778,1.888889,B+
18,6.166667,1,0.5,2.055556,B+
18,5.555556,1,0.277778,1.722222,B+
18,5.333333,1,0.222222,1.611111,B+
18,6.111111,1,0.5,2,B+
12,5.666667,1,0.5,2.083333,B+
17,5.823529,1,0.470588,2.352941,B+
13,5.923077,1,0.615385,2.230769,B+
18,6,1,0.5,2.111111,B+
18,5.944444,1,0.444444,2,B+
13,5.923077,1,0.615385,2.230769,B+
18,6.222222,1,0.5,2.166667,B+
17,5.941176,1,0.470588,2.176471,B+
18,5.888889,1,0.444444,2,B+
13,6.076923,1,0.538462,2.461538,B+
17,5.764706,1,0.411765,2.176471,B+
13,5.923077,1,0.615385,2.307692,B+
18,5.388889,1,0.222222,1.722222,B+
18,6.111111,1,0.5,2.222222,B+
17,5.882353,1,0.470588,2.176471,B+
18,5.333333,1,0.222222,1.444444,B+
12,6.25,1,0.583333,2.166667,B+
18,6,1,0.444444,2.166667,B+
12,6.166667,1,0.583333,2.25,B+
18,6.166667,1,0.5,2,B+
18,6.166667,1,0.5,2,B+
12,5.75,1,0.5,2.083333,B+
18,6.388889,1,0.5,2.222222,C
18,5.944444,1,0.388889,2.111111,C
19,6.315789,0.947368,0.421053,2.105263,C
19,6.473684,1,0.526316,2.263158,C
24,6.333333,0.958333,0.5,2.166667,C
19,6.263158,0.947368,0.421053,2.263158,C
19,6.315789,0.947368,0.421053,2.105263,C
24,6.333333,0.958333,0.5,2.333333,C
18,5.833333,1,0.388889,2.111111,C
19,6.157895,1,0.473684,2.263158,C
15,6.066667,1,0.6,2.133333,C
15,6.066667,1,0.533333,2.133333,C
19,6.052632,1,0.421053,2.157895,C
24,6.166667,0.958333,0.458333,2.125,C
15,6.333333,1,0.533333,2.066667,C
23,6.304348,0.956522,0.478261,2.173913,C
24,6.541667,0.958333,0.541667,2.208333,C
15,5.933333,1,0.533333,2.133333,C
15,6,1,0.6,2.133333,C
15,6.133333,1,0.533333,2.066667,C
15,6,1,0.533333,2.133333,C
15,6.2,1,0.533333,2.066667,C
18,6.277778,1,0.5,1.944444,C
23,6.217391,0.956522,0.434783,1.956522,C
15,6.133333,1,0.6,2.066667,C
24,6.541667,0.958333,0.541667,2.166667,C
15,5.8,1,0.533333,2.2,C
19,6.473684,1,0.526316,2.368421,C
24,6.333333,0.958333,0.5,2.166667,C
15,6.133333,1,0.466667,2.133333,C
15,6.2,1,0.533333,2.066667,C
19,6.263158,0.947368,0.421053,2.157895,C
23,6.347826,0.956522,0.521739,2,C
19,5.894737,1,0.368421,2.157895,C
18,6.333333,1,0.5,2.166667,C
19,5.842105,1,0.368421,2.210526,C
23,6.434783,0.956522,0.565217,2.26087,C
24,6.291667,0.958333,0.5,2.208333,C
15,6.2,1,0.533333,2.133333,C
19,5.631579,1,0.368421,2,C
2,4,1,0,2,A
2,4,1,0,2,A
4,5.25,1,0.25,1.25,A
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
3,4,1,0,0,A
3,4.333333,1,0,0.333333,A
3,4.666667,1,0.333333,1,A
3,4.333333,1,0,0.333333,A
2,6,1,0.5,3,A
3,4.666667,1,0.333333,1,A
2,4,1,0,2,A
2,5,1,0.5,1.5,A
3,4.333333,1,0,0.333333,A
2,6,1,0.5,3,A
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,0.666667,A
3,4,1,0,1,A
4,5.25,1,0.25,1.25,A
2,4.5,1,0,1.5,A
2,4.5,1,0,1.5,A
3,4,1,0,0,A
3,4,1,0,1,A
3,4.666667,1,0.333333,1,A
2,4,1,0,2,A
2,4,1,0,2,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,0.666667,A
3,3.333333,1,0,0.333333,A
3,3.666667,1,0,1.333333,A
3,3.333333,1,0,0.333333,A
4,5.25,1,0.25,1.25,A
3,4.333333,1,0,0.333333,A
3,4.666667,1,0.333333,1,A
4,5.5,1,0.25,1.5,A
3,3.666667,1,0,1,A
3,4.666667,1,0.333333,1,A
3,3.666667,1,0,1.333333,A
4,5.25,1,0.25,1.25,A
5,5.6,1,0.2,1.8,A+
6,4,1,0,1.833333,A+
5,4.8,1,0,1.6,A+
5,4.4,1,0,1.4,A+
5,5.2,1,0.2,1,A+
5,5.4,1,0.2,1.2,A+
6,5.166667,1,0.166667,2.166667,A+
6,3.833333,1,0,1.833333,A+
5,5.2,1,0.2,1,A+
5,4.2,1,0,1.2,A+
6,3.833333,1,0,1.833333,A+
5,5.2,1,0.2,1.2,A+
5,5.6,1,0.2,1.8,A+
5,4.2,1,0,1.2,A+
5,5.2,1,0.2,1.2,A+
