@relation ArabicTextComplexity

@attribute avgSentenceLength numeric
@attribute avgWordLength numeric
@attribute typeTokenRatio numeric
@attribute longWordRatio numeric
@attribute consonantClusterRatio numeric
@attribute complexityLevel {A,B,C,A+,B+}

@data
5,4.8,1,0,1.6,A+
5,5.4,1,0.2,1.2,A+
6,3.666667,1,0,2,A+
6,4.833333,1,0.166667,2,A+
5,4.4,1,0,1.4,A+
5,5.6,1,0.2,1.8,A+
6,3.666667,1,0,1.833333,A+
5,4.8,1,0.2,1.4,A+
5,5.2,1,0.2,1.2,A+
6,4.833333,1,0.166667,2,A+
6,3.833333,1,0,1.833333,A+
6,4,1,0,1.833333,A+
5,5.4,1,0.2,1.2,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.6,1,0,1.4,A+
5,4.8,1,0.2,1.4,A+
5,4.4,1,0,1.4,A+
5,4.6,1,0,1.4,A+
5,4.4,1,0,1.4,A+
5,4.8,1,0.2,1.6,A+
5,4.6,1,0,1.4,A+
5,5.2,1,0.2,1.2,A+
5,4.4,1,0,1.4,A+
6,3.666667,1,0,1.833333,A+
6,4.166667,1,0,1.666667,A+
10,4.2,1,0.1,1.6,B
9,4.111111,1,0,1.333333,B
10,4.2,1,0.1,1.7,B
9,4.444444,1,0.222222,1.333333,B
9,4.333333,1,0.222222,1.777778,B
9,4,1,0.111111,1.666667,B
9,4.333333,1,0.111111,1.222222,B
8,3.875,1,0,1.125,B
9,4.222222,1,0.111111,1,B
10,4.4,1,0.1,1.4,B
10,4.9,1,0.2,1.5,B
9,4.444444,1,0.111111,1.333333,B
10,4.9,1,0.2,1.6,B
10,4.9,1,0.2,1.5,B
10,4,1,0,1.7,B
8,4,1,0,1.25,B
11,4.272727,1,0.090909,1.454545,B
10,4.3,1,0.1,1.6,B
10,4.8,1,0.1,1.6,B
10,4.9,1,0.2,1.5,B
10,4.3,1,0,1.5,B
10,4.6,1,0.1,1.6,B
11,4.272727,1,0.090909,1.454545,B
9,4.333333,1,0.111111,1.222222,B
9,4.333333,1,0.222222,1.555556,B
10,4.6,1,0.1,1.6,B
8,4,1,0,1.25,B
9,4.222222,1,0.111111,1.666667,B
10,4.9,1,0.2,1.5,B
8,4,1,0,1.25,B
10,4.8,1,0.1,1.6,B
9,4,1,0.111111,1.666667,B
10,4.9,1,0.2,1.6,B
9,4.222222,1,0.111111,1,B
10,4.3,1,0.1,1.5,B
10,4.3,1,0.1,1.5,B
9,4.333333,1,0.111111,1.444444,B
10,4.6,1,0.2,1.4,B
11,4.272727,1,0.090909,1.454545,B
10,4.3,1,0.1,1.5,B
18,5.444444,1,0.277778,1.555556,B+
13,5.769231,1,0.461538,2.384615,B+
18,6.055556,1,0.5,2.055556,B+
17,5.058824,1,0.176471,1.705882,B+
13,6,1,0.615385,2.230769,B+
17,5.823529,1,0.470588,2.352941,B+
18,6.055556,1,0.5,2.166667,B+
18,5.444444,1,0.222222,1.777778,B+
17,6,1,0.470588,2.294118,B+
17,5.176471,1,0.235294,1.705882,B+
18,5.444444,1,0.222222,1.777778,B+
18,6.166667,1,0.5,2.055556,B+
18,6.222222,1,0.5,2.055556,B+
18,6,1,0.444444,2.055556,B+
17,5.764706,1,0.411765,2.176471,B+
18,5.333333,1,0.222222,1.611111,B+
18,6.222222,1,0.5,2.222222,B+
18,5.388889,1,0.277778,1.611111,B+
18,5.388889,1,0.222222,1.666667,B+
18,6.166667,1,0.5,2.222222,B+
18,6,1,0.444444,2.166667,B+
13,5.769231,1,0.538462,2.461538,B+
18,5.944444,1,0.5,2.111111,B+
18,6.277778,1,0.5,2.111111,B+
18,5.611111,1,0.277778,1.833333,B+
17,6.058824,1,0.470588,2.117647,B+
18,6.277778,1,0.5,2.111111,B+
18,5.222222,0.944444,0.222222,1.555556,B+
18,6.222222,1,0.5,2.277778,B+
17,5.882353,1,0.470588,2.235294,B+
18,6.055556,1,0.5,2.166667,B+
12,6,1,0.583333,2.083333,B+
12,5.916667,1,0.583333,2,B+
12,5.833333,1,0.583333,2.083333,B+
12,5.833333,1,0.583333,2.083333,B+
17,5.176471,1,0.235294,1.823529,B+
18,6.166667,1,0.5,2.333333,B+
13,5.769231,1,0.461538,2.384615,B+
13,5.846154,1,0.538462,2.461538,B+
18,5.611111,1,0.277778,1.833333,B+
24,6.291667,0.958333,0.5,2.208333,C
24,6.25,0.958333,0.458333,2.083333,C
19,6.315789,0.947368,0.421053,2.105263,C
23,6.173913,0.956522,0.434783,2,C
15,6,1,0.6,2.066667,C
15,6.133333,1,0.533333,2,C
23,6.434783,0.956522,0.478261,1.956522,C
24,6.333333,0.958333,0.5,2.166667,C
24,6.166667,0.958333,0.458333,2.125,C
15,5.866667,1,0.466667,1.8,C
15,6.066667,1,0.533333,2.133333,C
23,6.478261,0.956522,0.565217,2.217391,C
15,5.933333,1,0.533333,2.2,C
24,6.291667,0.958333,0.5,2.166667,C
18,6.5,1,0.5,2.277778,C
15,6.2,1,0.533333,1.933333,C
23,6.347826,0.956522,0.521739,2,C
24,6.458333,0.958333,0.5,2.125,C
15,6,1,0.466667,1.866667,C
24,6.375,0.958333,0.5,2.125,C
15,5.866667,1,0.466667,2,C
19,5.947368,0.894737,0.368421,2.105263,C
18,6.222222,1,0.5,1.944444,C
23,6.478261,0.956522,0.478261,1.956522,C
18,6,1,0.388889,2.055556,C
18,6.444444,1,0.5,2.222222,C
19,6.473684,1,0.526316,2.210526,C
24,6.208333,0.958333,0.458333,2.125,C
15,6.133333,1,0.533333,2.066667,C
15,6.133333,1,0.533333,2.066667,C
15,5.933333,1,0.6,2,C
15,5.933333,1,0.533333,2.2,C
19,6.368421,1,0.473684,2.368421,C
24,6,0.958333,0.375,2.291667,C
24,6.166667,0.958333,0.458333,2.166667,C
15,6.2,1,0.533333,2.133333,C
19,6.315789,1,0.473684,2.368421,C
15,6.133333,1,0.6,2.2,C
18,6.388889,1,0.5,1.944444,C
23,6.565217,0.956522,0.565217,2,C
3,4,1,0,0,A
3,3.333333,1,0,0.333333,A
3,4,1,0,1,A
3,3.666667,1,0,1,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,0.666667,A
4,5.5,1,0.25,1.5,A
3,3.666667,1,0,1.333333,A
3,4,1,0,0,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
4,5.5,1,0.25,1.5,A
3,4,1,0,1,A
2,4.5,1,0,1.5,A
3,3.666667,1,0,0.666667,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
2,4.5,1,0,1.5,A
3,4.333333,1,0,0.333333,A
4,5.5,1,0.25,1.5,A
3,4,1,0,1,A
3,3.666667,1,0,1.333333,A
2,5,1,0.5,1.5,A
3,3.666667,1,0,1.333333,A
3,4.333333,1,0,0.333333,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
5,5,1,0.2,2,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1,A
3,3.666667,1,0,0.666667,A
3,4.666667,1,0.333333,1,A
3,4,1,0,0,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
3,4,1,0,1,A
2,4.5,1,0,1.5,A
3,4.333333,1,0,0.333333,A
2,4.5,1,0,1.5,A
5,5.2,1,0.2,2.2,A+
5,4.6,1,0,1.4,A+
5,4.2,1,0,1.2,A+
6,3.833333,1,0,1.833333,A+
6,5.166667,1,0.166667,2.166667,A+
6,3.666667,1,0,2,A+
5,5.4,1,0.2,1.2,A+
6,4,1,0,1.833333,A+
6,4.166667,1,0,1.833333,A+
6,4.833333,1,0.166667,2,A+
5,4.8,1,0.2,1.6,A+
5,4.6,1,0,1.4,A+
5,5.2,1,0.2,1.2,A+
5,5.2,1,0.2,2.2,A+
5,5.2,1,0.2,1,A+
5,4.4,1,0,1.4,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.6,1,0,1.4,A+
5,5.2,1,0.2,2.2,A+
5,5.2,1,0.2,1.2,A+
5,4.8,1,0.2,1.4,A+
6,3.666667,1,0,2,A+
6,4,1,0,1.833333,A+
5,4.8,1,0,1.6,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.4,1,0,1.4,A+
5,4.2,1,0,1.2,A+
5,5.4,1,0.2,1.6,A+
5,4.2,1,0,1.2,A+
5,5.2,1,0.2,2.2,A+
6,3.5,1,0,2,A+
6,3.833333,1,0,2,A+
5,4.8,1,0.2,1.4,A+
6,3.666667,1,0,2,A+
5,4.4,1,0,1.4,A+
5,5.6,1,0.2,1.8,A+
6,3.666667,1,0,2,A+
6,4.833333,1,0.166667,2.166667,A+
5,5.6,1,0.2,1.8,A+
5,4.8,1,0.2,1.4,A+
10,4.4,1,0.1,1.5,B
10,4.6,1,0.2,1.4,B
9,4.222222,1,0.111111,1,B
9,4.222222,1,0.222222,1.666667,B
9,4.333333,1,0.222222,1.888889,B
10,3.8,1,0,1.2,B
9,4.111111,1,0.111111,1.555556,B
10,4,1,0,1.5,B
9,3.777778,1,0,1.666667,B
9,4.222222,1,0.111111,1.444444,B
9,4,1,0,1.666667,B
10,4.2,1,0.1,1.7,B
8,4,1,0,1.25,B
8,3.875,1,0,1.125,B
9,4,1,0.111111,1.666667,B
9,4.444444,1,0.111111,1.333333,B
9,3.666667,1,0,1.777778,B
9,4.333333,1,0.111111,1.222222,B
10,4,1,0,1.9,B
10,4.2,1,0.1,1.6,B
9,4.222222,1,0.111111,1.666667,B
8,4,1,0,1.25,B
10,3.8,1,0,1.2,B
10,4.1,1,0,1.5,B
9,3.888889,1,0,1,B
8,4,1,0,1.25,B
9,4.333333,1,0.222222,1.555556,B
10,4.8,1,0.1,1.6,B
8,3.75,1,0,0.875,B
10,4.2,1,0.1,1.6,B
9,3.888889,1,0.111111,1.777778,B
9,4.222222,1,0.111111,1.666667,B
9,4.333333,1,0.111111,1.444444,B
10,4.4,1,0.1,1.6,B
10,4.6,1,0.2,1.4,B
10,4.4,1,0.1,1.3,B
10,4.6,1,0.2,1.5,B
9,3.888889,1,0.111111,1.777778,B
10,4.4,1,0.1,1.4,B
9,4.333333,1,0.222222,1.444444,B
13,5.846154,1,0.538462,2.384615,B+
18,6.055556,1,0.444444,2,B+
18,6.111111,1,0.444444,2.166667,B+
17,5.823529,1,0.411765,2.117647,B+
18,6,1,0.5,2.222222,B+
17,5.117647,1,0.176471,1.941176,B+
18,6,1,0.444444,2,B+
18,5.5,1,0.277778,1.777778,B+
18,5.277778,1,0.222222,1.722222,B+
18,5.444444,1,0.222222,1.833333,B+
17,5.647059,1,0.411765,2.176471,B+
12,6.083333,1,0.583333,2.083333,B+
17,6,1,0.470588,2.294118,B+
13,5.846154,1,0.538462,2.461538,B+
18,5.388889,1,0.222222,1.944444,B+
12,5.75,1,0.583333,2.166667,B+
18,6.111111,1,0.5,2.111111,B+
13,6.230769,1,0.615385,2.230769,B+
12,5.833333,1,0.583333,2.083333,B+
18,6.055556,1,0.5,2.055556,B+
18,5.277778,1,0.222222,1.777778,B+
12,6.166667,1,0.583333,2.083333,B+
12,5.833333,1,0.583333,2.166667,B+
17,5.117647,1,0.176471,1.647059,B+
17,5.176471,1,0.176471,1.764706,B+
13,5.769231,1,0.461538,2.384615,B+
17,5.823529,1,0.411765,2.117647,B+
18,5.333333,1,0.222222,1.777778,B+
18,5.5,1,0.277778,1.722222,B+
18,6.111111,1,0.5,2.055556,B+
18,6,1,0.5,2.222222,B+
18,5.333333,1,0.222222,1.611111,B+
13,6.307692,1,0.615385,2.230769,B+
18,6.222222,1,0.5,2.277778,B+
17,5.882353,1,0.470588,2.294118,B+
18,5.222222,1,0.222222,1.666667,B+
17,5.058824,1,0.235294,1.823529,B+
18,5.666667,1,0.277778,1.944444,B+
13,6.076923,1,0.615385,2.153846,B+
18,5.666667,1,0.277778,1.888889,B+
15,6.066667,1,0.533333,2.133333,C
15,6,1,0.466667,2,C
15,6,1,0.533333,2,C
19,6.105263,0.947368,0.421053,2.052632,C
15,5.866667,1,0.533333,1.933333,C
24,6.208333,0.958333,0.458333,2.125,C
19,5.736842,0.894737,0.368421,2.105263,C
19,5.789474,1,0.368421,2,C
15,6,1,0.6,2,C
23,6.434783,0.956522,0.478261,1.956522,C
24,6.375,0.958333,0.5,2.125,C
15,6,1,0.466667,2.133333,C
15,5.933333,1,0.533333,2.066667,C
23,6.565217,0.956522,0.565217,2.043478,C
23,6.347826,0.956522,0.478261,2.173913,C
18,6.277778,1,0.5,2.222222,C
18,6.055556,0.944444,0.388889,2.166667,C
24,6.625,0.958333,0.541667,2.125,C
15,6.133333,1,0.533333,2.2,C
19,6.315789,1,0.473684,2.263158,C
15,5.866667,1,0.533333,2,C
23,6.304348,0.956522,0.521739,2.043478,C
18,6.111111,1,0.5,1.888889,C
23,6.478261,0.956522,0.565217,2.173913,C
23,6.434783,0.956522,0.478261,2,C
18,6.5,1,0.5,2.277778,C
18,6.333333,1,0.5,2.222222,C
15,6.133333,1,0.6,2.133333,C
19,6.315789,1,0.473684,2.421053,C
23,6.608696,0.956522,0.565217,2,C
15,6.066667,1,0.533333,2.066667,C
23,6.434783,0.956522,0.565217,2.26087,C
19,6.105263,1,0.473684,2,C
15,5.933333,1,0.533333,1.933333,C
15,6.066667,1,0.466667,2.133333,C
19,6.263158,1,0.473684,2.421053,C
19,5.894737,1,0.421053,2,C
18,6.055556,0.944444,0.388889,2.055556,C
19,6.315789,0.947368,0.421053,2.210526,C
15,6.066667,1,0.6,2.066667,C
3,4.666667,1,0.333333,1,A
3,3.666667,1,0,1.333333,A
3,4,1,0,0,A
5,5,1,0.2,2,A
3,4.333333,1,0,0.333333,A
5,5,1,0.2,2,A
3,4,1,0,0,A
3,3.666667,1,0,1.333333,A
4,5.25,1,0.25,1.25,A
3,4.333333,1,0,0.333333,A
2,4,1,0,2,A
3,4,1,0,0,A
3,3.333333,1,0,0.333333,A
5,5,1,0.2,2,A
2,4.5,1,0,1.5,A
3,3.666667,1,0,1.333333,A
3,4.333333,1,0,0.333333,A
3,3.333333,1,0,0.333333,A
3,4,1,0,0,A
3,3.666667,1,0,0.666667,A
2,6,1,0.5,3,A
3,3.666667,1,0,1,A
3,3.666667,1,0,1.333333,A
5,5,1,0.2,2,A
3,4.333333,1,0,0.333333,A
4,5.5,1,0.25,1.5,A
3,4,1,0,0,A
4,5.5,1,0.25,1.5,A
4,5.25,1,0.25,1.25,A
3,4.666667,1,0.333333,1,A
3,3.666667,1,0,0.666667,A
4,5.25,1,0.25,1.25,A
2,4,1,0,2,A
3,3.666667,1,0,1.333333,A
3,3.666667,1,0,1.333333,A
4,5.25,1,0.25,1.25,A
3,3.666667,1,0,1,A
2,4,1,0,2,A
3,3.666667,1,0,1.333333,A
3,3.333333,1,0,0.333333,A
5,5.4,1,0.2,1.2,A+
6,3.666667,1,0,1.833333,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.4,1,0,1.4,A+
6,3.833333,1,0,2,A+
5,5.6,1,0.2,1.8,A+
5,5.2,1,0.2,1,A+
5,5.2,1,0.2,1.2,A+
6,4.833333,1,0.166667,2.166667,A+
6,4.166667,1,0,1.666667,A+
5,4.4,1,0,1.4,A+
6,5.166667,1,0.166667,2.166667,A+
6,5.166667,1,0.166667,2.166667,A+
6,3.833333,1,0,1.833333,A+
6,3.666667,1,0,1.833333,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.4,1,0,1.4,A+
6,4.833333,1,0.166667,2,A+
6,3.833333,1,0,2,A+
6,5.166667,1,0.166667,2.166667,A+
6,5.166667,1,0.166667,2.166667,A+
5,4.8,1,0,1.6,A+
5,4.8,1,0.2,1.6,A+
5,4.8,1,0,1.6,A+
5,5.2,1,0.2,2.2,A+
5,4.8,1,0.2,1.4,A+
6,4.833333,1,0.166667,2,A+
5,4.8,1,0,1.6,A+
5,5.2,1,0.2,1.2,A+
5,5.4,1,0.2,1.6,A+
6,3.666667,1,0,1.833333,A+
6,3.666667,1,0,2,A+
5,5.2,1,0.2,1.2,A+
5,4.8,1,0,1.6,A+
5,4.6,1,0,1.4,A+
6,3.5,1,0,2,A+
5,4.6,1,0,1.4,A+
5,5.2,1,0.2,1.2,A+
5,5.4,1,0.2,1.6,A+
6,3.666667,1,0,1.833333,A+
10,3.8,1,0,1.2,B
10,4.7,1,0.2,1.3,B
10,4.6,1,0.2,1.4,B
10,4.4,1,0.1,1.6,B
10,4.6,1,0.1,1.6,B
10,4.4,1,0.1,1.5,B
10,3.8,1,0,1.2,B
9,4.333333,1,0.222222,1.555556,B
9,4,1,0,1.222222,B
9,4.222222,1,0.111111,1.888889,B
10,4.4,1,0.1,1.5,B
10,4.2,1,0.1,1.7,B
11,4.272727,1,0.090909,1.454545,B
10,4.4,1,0.1,1.6,B
9,3.888889,1,0,1,B
10,3.8,1,0,1.2,B
9,3.888889,1,0,1,B
10,4.6,1,0.2,1.5,B
9,4.111111,1,0,1.333333,B
10,4.4,1,0.1,1.3,B
10,4.9,1,0.2,1.6,B
9,4.222222,1,0.222222,1.777778,B
10,4.6,1,0.2,1.4,B
10,3.9,1,0,1.4,B
9,3.888889,1,0,1,B
10,4.5,1,0.2,1.5,B
9,4.111111,1,0.111111,1.444444,B
8,3.75,1,0,0.875,B
10,4.1,1,0,1.5,B
10,4.6,1,0.1,1.6,B
10,4.6,1,0.2,1.4,B
10,4.1,1,0,1.5,B
9,4.333333,1,0.222222,1.888889,B
10,4.4,1,0.1,1.6,B
9,4,1,0.111111,1.666667,B
8,3.75,1,0,0.875,B
10,3.9,1,0,1.8,B
10,4.1,1,0,1.5,B
10,4,1,0,1.5,B
9,3.888889,1,0,1.666667,B
13,5.923077,1,0.538462,2.384615,B+
18,6.055556,1,0.5,2.055556,B+
18,6.166667,1,0.5,2.055556,B+
17,5.235294,1,0.235294,1.764706,B+
18,5.333333,1,0.277778,1.666667,B+
17,5.117647,1,0.235294,1.941176,B+
17,6,1,0.470588,2.294118,B+
18,5.722222,1,0.277778,1.944444,B+
13,5.846154,1,0.538462,2.461538,B+
12,5.916667,1,0.583333,2.083333,B+
12,6.166667,1,0.583333,2.083333,B+
13,6,1,0.615385,2.230769,B+
17,6,1,0.470588,2.294118,B+
18,5.222222,0.944444,0.222222,1.555556,B+
18,6.166667,1,0.5,2.055556,B+
12,5.75,1,0.5,2,B+
18,5.555556,1,0.277778,1.888889,B+
18,5.388889,1,0.222222,1.722222,B+
18,5.5,1,0.222222,1.833333,B+
13,6.230769,1,0.615385,2.230769,B+
18,6.111111,1,0.5,2.055556,B+
13,6.230769,1,0.615385,2.230769,B+
17,6,1,0.470588,2.176471,B+
18,6.222222,1,0.5,2.166667,B+
13,6,1,0.615385,2.230769,B+
18,6.222222,1,0.5,2.277778,B+
12,5.916667,1,0.583333,2.166667,B+
18,5.555556,1,0.222222,1.888889,B+
12,5.75,1,0.5,2,B+
13,5.769231,1,0.461538,2.384615,B+
18,6.111111,1,0.5,2.222222,B+
12,6.25,1,0.583333,2.166667,B+
18,5.388889,1,0.277778,1.722222,B+
17,5.882353,1,0.470588,2.176471,B+
18,6.055556,1,0.5,2.111111,B+
17,5.647059,1,0.411765,2.176471,B+
12,5.75,1,0.583333,2.166667,B+
18,5.333333,1,0.222222,1.611111,B+
12,5.75,1,0.583333,2.083333,B+
18,5.5,1,0.222222,1.833333,B+
19,6.421053,1,0.526316,2.210526,C
23,6.434783,0.956522,0.478261,2,C
23,6.391304,0.956522,0.478261,2.043478,C
15,5.8,1,0.466667,2.066667,C
15,6.066667,1,0.533333,2,C
24,6.333333,0.958333,0.5,2.333333,C
15,6.133333,1,0.533333,2.066667,C
15,6.266667,1,0.6,2.066667,C
19,6,1,0.421053,2.052632,C
15,6.133333,1,0.533333,2.2,C
15,5.933333,1,0.6,2.066667,C
15,6,1,0.466667,1.933333,C
15,6.066667,1,0.533333,1.933333,C
24,6.583333,0.958333,0.541667,2.166667,C
15,5.733333,1,0.466667,1.933333,C
18,6.111111,1,0.5,1.833333,C
15,6.2,1,0.533333,1.933333,C
18,6.333333,1,0.5,2,C
24,6,0.958333,0.375,2.291667,C
19,6.157895,1,0.526316,1.894737,C
15,6.066667,1,0.533333,1.866667,C
15,6.133333,1,0.6,2.133333,C
23,6.304348,0.956522,0.521739,2,C
24,6.375,0.958333,0.5,2.125,C
18,6.222222,0.944444,0.388889,2.055556,C
15,6,1,0.466667,2.066667,C
15,5.866667,1,0.466667,1.8,C
15,6.466667,1,0.6,2.066667,C
15,6.333333,1,0.6,2.066667,C
15,5.8,1,0.466667,1.933333,C
23,6.173913,0.956522,0.434783,2,C
15,5.933333,1,0.533333,2,C
19,5.842105,1,0.421053,2,C
15,5.733333,1,0.466667,2.066667,C
15,6.066667,1,0.533333,2.066667,C
15,5.933333,1,0.466667,2.133333,C
24,6.166667,0.958333,0.458333,2.166667,C
15,5.933333,1,0.533333,1.8,C
15,6.133333,1,0.533333,2.133333,C
24,6.291667,0.958333,0.5,2.208333,C
14,5.214286,1,0.357143,1.714286,C
13,5.230769,1,0.153846,2.230769,C
12,5.916667,1,0.416667,2.25,C
15,4.933333,1,0.133333,1.733333,C
15,4.866667,1,0.2,1.933333,C
14,5.928571,1,0.428571,2.285714,C
15,5.2,1,0.133333,2.266667,C
13,5.538462,1,0.384615,1.692308,C
13,4.615385,1,0.153846,1.769231,C
13,5.307692,1,0.153846,1.692308,C
13,5.538462,1,0.307692,2.461538,C
15,5.333333,1,0.333333,2.066667,C
14,4.5,1,0,1.5,C
14,4.642857,1,0.142857,2,C
13,7.384615,1,0.538462,2.769231,C
13,5.615385,1,0.384615,2.538462,C
13,5.153846,1,0.384615,1.384615,C
12,5.083333,1,0.25,1.833333,C
13,5.461538,1,0.153846,2.076923,C
13,5.615385,1,0.307692,2.153846,C
15,5,1,0.2,1.6,C
15,5,1,0.266667,1.733333,C
12,5.166667,1,0.333333,2.666667,C
17,4.470588,0.941176,0.117647,1.470588,C
13,5.615385,1,0.230769,2.230769,C
15,5.733333,1,0.333333,1.733333,C
15,5.866667,1,0.466667,2.466667,C
13,6.153846,1,0.384615,2.076923,C
16,5.4375,1,0.25,1.8125,C
13,6.307692,1,0.307692,2.538462,C
14,5.785714,1,0.357143,2.785714,C
14,6,1,0.357143,2,C
13,6,1,0.307692,1.846154,C
14,6.285714,1,0.428571,2.642857,C
15,5.6,1,0.266667,1.866667,C
15,6.066667,1,0.333333,2.066667,C
16,5.3125,1,0.1875,2.5,C
16,5.625,1,0.1875,2.4375,C
15,6.133333,1,0.6,1.933333,C
15,5.933333,1,0.4,1.733333,C
12,6.583333,1,0.5,2.5,C
15,5.333333,1,0.2,1.533333,C
12,6.833333,1,0.666667,3,C
15,5.466667,1,0.266667,1.466667,C
15,5.666667,1,0.2,2.266667,C
14,6.142857,1,0.285714,2.357143,C
15,5.466667,1,0.266667,2.133333,C
15,5.733333,1,0.333333,2.2,C
15,5.6,1,0.466667,2.133333,C
16,5.625,1,0.25,2.6875,C
14,6.142857,1,0.357143,1.857143,C
15,5.466667,1,0.4,1.8,C
15,5.8,1,0.4,2,C
12,7.583333,1,0.583333,3,C
14,5.928571,1,0.285714,2.5,C
15,5.6,1,0.266667,1.8,C
15,4.666667,0.933333,0.266667,1.866667,C
16,5.5,0.9375,0.375,2.125,C
17,5.235294,1,0.176471,2.117647,C
14,5.857143,1,0.5,1.857143,C
13,6.076923,1,0.384615,2.846154,C
16,4.6875,1,0.25,1.75,C
15,5.533333,1,0.2,1.666667,C
14,5.857143,1,0.357143,1.357143,C
12,6.833333,1,0.666667,2.833333,C
13,5.230769,0.923077,0.307692,2.153846,C
14,5.642857,1,0.357143,1.642857,C
12,6.25,1,0.5,2.666667,C
12,6.166667,1,0.333333,1.75,C
11,6.545455,1,0.636364,2.727273,C
15,5,1,0.133333,2.2,C
12,6.25,1,0.416667,2.5,C
11,6.090909,1,0.363636,2,C
13,6.153846,1,0.461538,2.538462,C
15,5.533333,0.933333,0.266667,1.933333,C
13,6.384615,1,0.692308,2,C
13,6.461538,1,0.538462,2.538462,C
14,5.214286,1,0.214286,1.714286,C
11,6.454545,1,0.545455,2.363636,C
6,6.083333,1,0.416667,2.166667,C
16,4.75,1,0.1875,1.625,C
14,5.785714,1,0.428571,1.785714,C
13,5.923077,1,0.384615,1.923077,C
11,7.727273,1,0.636364,2.181818,C
13,5.846154,1,0.384615,1.769231,C
12,5.833333,1,0.333333,2.583333,C
12,6.583333,1,0.583333,2.416667,C
12,5.833333,1,0.416667,2.25,C
14,5.428571,1,0.357143,2.142857,C
12,6.5,1,0.5,2.25,C
14,5.357143,1,0.214286,2.214286,C
14,5.714286,1,0.428571,2.142857,C
11,6.545455,1,0.454545,2,C
14,5.071429,1,0.214286,1.5,C
13,5.615385,1,0.307692,1.769231,C
12,6,1,0.333333,2.583333,C
14,5.357143,1,0.214286,2.214286,C
11,7,1,0.636364,2.363636,C
13,5.923077,1,0.461538,2.076923,C
13,5.692308,1,0.230769,1.846154,C
12,5.666667,1,0.333333,1.916667,C
11,6.545455,1,0.454545,2.090909,C
12,5.75,1,0.333333,1.833333,C
16,5.1875,1,0.25,1.6875,C
14,6,0.928571,0.428571,1.785714,C
14,5.5,1,0.214286,2.214286,C
11,6.454545,1,0.454545,1.909091,C
13,5.692308,1,0.384615,1.846154,C
13,5.923077,1,0.230769,2.230769,C
14,5.928571,0.928571,0.357143,2.357143,C
14,5.642857,1,0.285714,2.428571,C
14,6.071429,1,0.357143,1.928571,C
13,5.769231,1,0.307692,2.153846,C
13,6.230769,1,0.384615,2,C
14,5.785714,1,0.285714,1.857143,C
14,5.285714,0.928571,0.142857,1.928571,C
14,5.642857,1,0.357143,2.285714,C
16,5.3125,1,0.3125,1.4375,C
11,6.727273,1,0.545455,2.545455,C
12,6.916667,1,0.666667,2.333333,C
12,5.916667,1,0.25,2.083333,C
12,6.166667,1,0.416667,2.333333,C
11,6.272727,1,0.545455,2.636364,C
12,6.166667,1,0.5,2.666667,C
14,5,1,0.142857,1.785714,C
14,5.642857,1,0.214286,2.214286,C
17,4.882353,0.941176,0.176471,1.588235,C
14,5.642857,1,0.285714,1.571429,C
12,6.916667,1,0.666667,1.833333,C
14,5.5,1,0.285714,2.214286,C
16,4.9375,1,0.1875,1.75,C
12,5.916667,1,0.25,1.333333,C
14,5.785714,1,0.214286,2.214286,C
14,5.714286,1,0.428571,1.928571,C
13,5.923077,1,0.307692,2.307692,C
14,5.357143,1,0.285714,1.571429,C
14,5.642857,1,0.285714,2.071429,C
14,5.642857,1,0.357143,2.071429,C
13,5.769231,1,0.307692,1.923077,C
14,5.714286,1,0.285714,2,C
15,5.666667,1,0.266667,1.866667,C
13,6,1,0.384615,1.846154,C
17,4.705882,1,0.058824,1.470588,C
12,6,1,0.416667,1.833333,C
13,5.846154,1,0.384615,1.769231,C
12,6.166667,1,0.25,2.166667,C
12,6.583333,1,0.5,2,C
14,5.357143,1,0.285714,2.285714,C
14,5.214286,1,0.214286,1.785714,C
13,5.461538,1,0.307692,2.153846,C
12,6.083333,1,0.416667,2.5,C
12,6.083333,1,0.333333,2.083333,C
13,6.153846,1,0.461538,2.923077,C
13,5.538462,1,0.230769,1.769231,C
9,5.222222,1,0.222222,1.888889,B
8,4.625,1,0.125,2.25,B
11,4.727273,1,0,1.454545,B
8,5.5,1,0.25,1.75,B
9,5.555556,1,0.333333,1.888889,B
10,5.1,1,0.2,1.6,B
10,4.8,1,0.2,1.9,B
9,5,1,0.222222,1.444444,B
9,5.333333,1,0.222222,2,B
11,4.909091,1,0.272727,1.090909,B
10,5.2,1,0.2,1.4,B
9,5.555556,0.888889,0.333333,1.888889,B
9,5.111111,1,0.111111,1,B
9,5.222222,1,0.222222,2,B
10,4.7,1,0,1.8,B
11,4.818182,1,0.363636,1.909091,B
